canonical_smiles,BindingDB Reactant_set_id,bioactivity_class,pIC50_norm
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(O)c4c(cc(O)cc4=O)oc3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,51517042,inactive,3.9457700901366026
COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC,395968,active,6.113509274827518
[O-][N+](=O)C1C(Cc2c[nH]cn2)NC2(C1c1ccccn1)c1ccccc1-c1nc3ccccc3nc21,50473558,inactive,4.768530409569319
COC(=O)c1cc[n+](C\C=C\C[n+]2ccc(cc2)C(=O)OC)cc1,408543,inactive,3.396855627379818
Oc1ccc(CCOCCCCCNc2c3CCCCc3nc3ccccc23)cc1,51261740,active,6.847711655616943
COc1ccc(cc1O)C(C#N)N1CCN(C)CC1,50082547,inactive,3.4558078892349675
CCCCCCN(C)Cc1cc(N)ccc1O,51144719,inactive,2.977365460055881
COc1cc(\C=C\C(=O)Nc2ccccc2)ccc1OCCCCCCN1CCCCC1,50684628,active,6.1487416512809245
[O-][N+](=O)c1ccc(cc1)-c1nnc(o1)N1CCN(CC1)c1ccccn1,51350190,active,6.6595558851598815
O=c1ccoc2ccc(OCCCN3CCCCCC3)cc12,50042646,inactive,4.97469413473523
COc1ccc(cc1)-c1nc(NC(=O)C2CCN(Cc3ccccc3C(F)(F)F)CC2)sc1-c1ccc(OC)cc1,51324305,active,6.167491087293763
COc1ccc2[nH]c(nc2c1)-c1ccc(cc1)N1CCN(Cc2ccccc2)CC1,393849,inactive,3.840733668906506
CN1Cc2cc(O)ccc2N(C)C1c1ccc(C)cc1,50488450,inactive,3.9590023075765095
Clc1ccc2c(NCCCCCNC(=O)CCOCCc3c[nH]c4ccccc34)c3CCCCc3nc2c1,50577906,active,8.823908740944319
C1CCC(CC1)N1CCN(CC1)c1nccc(NC(c2ccccc2)c2ccccc2)n1,50664183,inactive,5.0
O=C(COc1ccc(cc1)-c1ccccc1)N1CCC(CC1)N1CCOCC1,51141518,inactive,4.031517051446065
CCCCCCCCNCC(=O)Nc1ccc2nc3CCCn3c(=O)c2c1,51118342,active,7.958607314841775
COc1cc(CCc2ccc(Nc3c4CCCCc4nc4ccccc34)cc2)cc(OC)c1,50724425,inactive,4.847711655616943
CCOC(=O)C1=C(C[C@H](N([C@@H]1c1ccc(C)cc1)c1ccc(OC)cc1)c1ccc(C)cc1)Nc1ccc(OC)cc1,50388374,inactive,2.3027706572402824
Cc1cccc2sc(NC(=O)CCN3CCN(Cc4cc(F)ccc4F)CC3)nc12,51470080,inactive,4.898940645091884
CNC(=O)Oc1ccc2N(C)[C@H]3ON(C)CC[C@@]3(C)c2c1,18664,active,6.823908740944319
O=C(CCN1CCOCC1)Nc1n[nH]c2ncccc12,51497970,active,6.560667306169737
CS[C@@H](Cn1nnc2cc(ccc12)C#Cc1ccc(cc1)N1C[C@H](O)[C@@H](O)C1)N(O)C=O,51371778,inactive,4.657577319177793
COc1ccccc1NCc1cc(=O)oc2cc3oc4ccccc4c3cc12,50714517,active,6.721246399047171
CCCCCN1CC(C)(C)CN=C1CN=O,50717837,inactive,4.050609993355087
COc1cc2CC(Sc2cc1OC)C(=O)CC(O)C1CC[N+](C)(Cc2ccccc2)CC1,50827271,active,6.721246399047171
O=NCc1cc[n+](C[n+]2ccc(CN=O)cc2)cc1,50919467,inactive,2.696803942579511
CCCCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(c2)oc2ccccc2c3=O)c1,50578064,active,6.795880017344075
COc1ccc(cc1OC)C(=O)COc1ccc(cc1)[N+](C)(C)C,50196447,inactive,5.0
Nc1c2CN(CC#C)CCc2nc2nc(N3CCCC3)c(cc12)C#N,50931106,active,6.187086643357144
Cc1ccc(cc1)C1c2ccc3ccccc3c2Oc2nc3CCCCc3c(N)c12,50978643,active,6.3979400086720375
COc1cc2CC(C)C(=O)c2c(OC)c1,50012858,active,6.42021640338319
COc1cc2cc(-c3ccc(CN(C)Cc4cccc(c4)[N+]([O-])=O)cc3)c(=O)oc2cc1OC,50394603,active,6.434152181326482
CCNc1c2CCCCc2nc2ccc(OC)cc12,50601901,inactive,4.180456064458132
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,50645472,active,6.522878745280337
CC(=O)N1CCN(CC1)c1nccc(NCCc2ccccc2)n1,50635774,inactive,4.701146923590294
Clc1ccc2c(NCCCNCC34CC5CC(CC(C5)C3)C4)ccnc2c1,51475927,active,6.301029995663981
CCN(C)C(=O)Oc1cccc(CC(C)NCC#C)c1,18234,inactive,4.4698003017969175
COC(=O)Nc1ccc2[n+](C)c(cn2c1)-c1ccccc1,50578021,inactive,4.301029995663981
COc1ccc2C(=O)C(Cc3cc[n+](CC4CCCCC4)cc3C(C)=O)CCc2c1,51025640,active,6.6777807052660805
CO[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4[C@H](C)N(C)C=O)[C@@H]3CC=C2C1,51030659,inactive,4.309998953116936
COc1ccc(CCN2CC(=O)N(CCc3ccccn3)CC2=O)cc1OC,50303870,inactive,4.698970004336019
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,17997,active,7.099086932262331
ICC1CN=C(Nc2ccccn2)S1,51218639,inactive,4.1487416512809245
COc1cc2nc(Cl)nc(NCCCNC(=O)CCCCC3CCSS3)c2cc1OC,50698671,inactive,3.7166987712964503
CN1C[C@@H](c2ccc(F)cc2)[C@@]2(CSc3ccccc3C2=O)C11C(=O)c2ccccc2C1=O,51381730,inactive,4.632644078973981
COc1cc(\C=C\C(=O)Nc2ccccc2)ccc1OCCCCN(C)C,50684797,inactive,4.0
COc1cc2CCN(CCCCCc3ccnc(CN=O)c3O)C(c3ccccc3)c2cc1OC,50975527,inactive,3.494850021680094
O=NCc1cccc[n+]1CCCCC#C,50030742,inactive,4.211124884224583
[O-]N(N=[O+]CC(=O)NCCCCNc1c2CCCCc2nc2ccccc12)N1CCCC1,50854743,active,7.294992040666664
CN1[C@@H]2[C@@](C)(CC[N@@+]2(C)O)c2cc(OC(=O)Nc3ccccc3C)ccc12,18669,active,6.7447274948966935
CC1=CC2CC(C1)c1c(C2)nc2cc(Cl)ccc2c1NCCCCCCCCCNC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,358401,active,8.443697499232712
COc1cc2CCN(C)[C@@H]3Cc4ccc(O)c(Oc5ccc(C[C@@H]6N(C)CCc7cc(OC)c(Oc(c1O)c23)cc67)cc5)c4,51242879,inactive,4.013228265733755
CCOC(=O)c1c(C)nc(nc1-c1ccc(OC)c(OC)c1)N1CCN(CC1)S(=O)(=O)c1ccc(N)c(F)c1,51394066,active,7.180456064458132
COc1cc(OC)c(cc1OC)-c1coc2c3C=CC(C)(C)Oc3ccc2c1=O,51233056,inactive,3.915066425063284
CNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1,17736,active,7.568636235841013
CN1CC2C(C(=O)N(Cc3ccccc3)C2=O)C11C(=O)c2ccccc2C1=O,50762718,inactive,4.386158178123931
CN(Cc1ccccc1)Cc1ccc(\C=C2/Cc3ccccc3C2=O)cc1,50553449,inactive,4.931814138253838
CN(C)C(=O)Oc1ccc(cc1)-c1c[n+]2c(NC(C)=O)cccc2n1C,50578002,active,6.154901959985743
CCCCN(C)Cc1cc(N)ccc1O,51144717,inactive,3.902395671125589
CN1CC[C@]2(C)C1Nc1ccc(OC(=O)Nc3ccccc3C)cc21,50134834,active,7.3979400086720375
O=C(NCCc1c[nH]c2ccccc12)c1cc[n+](Cc2ccc(cc2)C#N)cc1,50429010,inactive,4.640164517660112
Nc1c2CCCCc2nc2Oc3c(ccc4ccccc34)C(c3ccccc3)c12,50978644,active,6.522878745280337
COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1ccc(OCCCCN(C)Cc2ccccc2)cc1,50341688,active,6.022276394711152
CCOP(=O)(OCC)C(NCc1cccs1)c1cn(nc1-c1ccc(Cl)cc1)-c1ccccc1,51555773,active,7.769551078621726
CCN(CCCCCC=Nc1cc(O)c(OC)cc1O)Cc1ccccc1OC,50711970,active,7.187086643357144
CCN(CC)Cc1cc(N)ccc1O,51144720,inactive,4.7495799976911055
CCCN1CCCC(C1)c1cccc(OC(=O)NC(C)C)c1,50037059,inactive,5.0
Clc1ccccc1[C@@H]1[C@H]2CSCN2C2(C(=O)c3ccccc3C2=O)[C@]11CSc2ccccc2C1=O,51381707,inactive,4.480172006224281
CCOC(=O)C1=C(C)Nc2nc3CCC(Cl)(Cl)Cc3c(N)c2C1c1cccc(c1)[N+]([O-])=O,376967,active,6.47755576649368
